62,CHIS,Achillea millefolium,Common Yarrow,204,Perennial herb,//calscape.org/Achillea-millefolium-(),//calscape.org/qrcodes/Achillea-millefolium(192)
63,CHIS,Ribes malvaceum,Chaparral Currant,205,Shrub,//calscape.org/Ribes-malvaceum-(),//calscape.org/qrcodes/Ribes-malvaceum(192)
64,CHIS,Prunus ilicifolia,Hollyleaf Cherry,208,Tree,//calscape.org/Prunus-ilicifolia-(),//calscape.org/qrcodes/Prunus-ilicifolia(192)
65,CHIS,Lyonothamnus floribundus ssp. aspleniifolius,Santa Cruz Island Ironwood,214,Tree,//calscape.org/Lyonothamnus-floribundus-ssp.-aspleniifolius-(),//calscape.org/qrcodes/Lyonothamnus-floribundus-ssp.-aspleniifolius(192)
66,CHIS,Mirabilis laevis var. crassifolia,California Four O'clock,217,Perennial herb,//calscape.org/Mirabilis-laevis-var.-crassifolia-(),//calscape.org/qrcodes/Mirabilis-laevis-var.-crassifolia(192)
67,CHIS,Salix lasiolepis,Arroyo Willow,219,"Tree,Shrub",//calscape.org/Salix-lasiolepis-(),//calscape.org/qrcodes/Salix-lasiolepis(192)
68,CHIS,Erythranthe guttata,Seep Monkey Flower,221,"Annual herb,Perennial herb",//calscape.org/Erythranthe-guttata-(),//calscape.org/qrcodes/Erythranthe-guttata(192)
69,CHIS,Clarkia unguiculata,Elegant Clarkia,223,Annual herb,//calscape.org/Clarkia-unguiculata-(),//calscape.org/qrcodes/Clarkia-unguiculata(192)
70,CHIS,Arctostaphylos insularis,Island Manzanita,227,Shrub,//calscape.org/Arctostaphylos-insularis-(),//calscape.org/qrcodes/Arctostaphylos-insularis(192)
71,CHIS,Dichelostemma capitatum,Blue Dicks,229,Perennial herb,//calscape.org/Dichelostemma-capitatum-(),//calscape.org/qrcodes/Dichelostemma-capitatum(192)
72,CHIS,Phacelia viscida,Sticky Phacelia,230,Annual herb,//calscape.org/Phacelia-viscida-(),//calscape.org/qrcodes/Phacelia-viscida(192)
73,CHIS,Quercus tomentella,Island Oak,247,Tree,//calscape.org/Quercus-tomentella-(),//calscape.org/qrcodes/Quercus-tomentella(192)
74,CHIS,Lupinus hirsutissimus,Stinging Lupine,254,Annual Herb,//calscape.org/Lupinus-hirsutissimus-(),//calscape.org/qrcodes/Lupinus-hirsutissimus(192)
75,CHIS,Quercus chrysolepis,Canyon Live Oak,255,"Tree,Shrub",//calscape.org/Quercus-chrysolepis-(),//calscape.org/qrcodes/Quercus-chrysolepis(192)
76,CHIS,Lilium humboldtii,Humboldt's Lily,257,Perennial herb,//calscape.org/Lilium-humboldtii-(),//calscape.org/qrcodes/Lilium-humboldtii(192)
77,CHIS,Isocoma menziesii,Menzies' Goldenbush,258,Shrub,//calscape.org/Isocoma-menziesii-(),//calscape.org/qrcodes/Isocoma-menziesii(192)
78,CHIS,Brickellia californica,Brickell Bush,261,Perennial herb,//calscape.org/Brickellia-californica-(),//calscape.org/qrcodes/Brickellia-californica(192)
79,CHIS,Castilleja exserta,Purple Owl's Clover,266,Annual Herb,//calscape.org/Castilleja-exserta-(),//calscape.org/qrcodes/Castilleja-exserta(192)
80,CHIS,Layia platyglossa,Common Tidy Tips,272,Annual herb,//calscape.org/Layia-platyglossa-(),//calscape.org/qrcodes/Layia-platyglossa(192)
81,CHIS,Calystegia macrostegia,Island Morning Glory,275,"Perennial herb,Shrub,Vine",//calscape.org/Calystegia-macrostegia-(),//calscape.org/qrcodes/Calystegia-macrostegia(192)
82,CHIS,Calochortus luteus,Yellow Mariposa Lily,278,Perennial herb,//calscape.org/Calochortus-luteus-(),//calscape.org/qrcodes/Calochortus-luteus(192)
83,CHIS,Crocanthemum scoparium,Common Sun Rose,283,Shrub,//calscape.org/Crocanthemum-scoparium-(),//calscape.org/qrcodes/Crocanthemum-scoparium(192)
84,CHIS,Mirabilis laevis,Desert Wishbone-bush,285,Perennial herb,//calscape.org/Mirabilis-laevis-(),//calscape.org/qrcodes/Mirabilis-laevis(192)
85,CHIS,Pseudognaphalium californicum,California Cudweed,287,"Perennial herb,Annual herb",//calscape.org/Pseudognaphalium-californicum-(),//calscape.org/qrcodes/Pseudognaphalium-californicum(192)
86,CHIS,Hazardia squarrosa,Sawtooth Goldenbush,288,Shrub,//calscape.org/Hazardia-squarrosa-(),//calscape.org/qrcodes/Hazardia-squarrosa(192)
87,CHIS,Oenothera elata,Hooker's Evening Primrose,292,Perennial herb,//calscape.org/Oenothera-elata-(),//calscape.org/qrcodes/Oenothera-elata(192)
88,CHIS,Salvia columbariae,Chia,304,Annual herb,//calscape.org/Salvia-columbariae-(),//calscape.org/qrcodes/Salvia-columbariae(192)
89,CHIS,Lupinus microcarpus,Chick Lupine,305,Annual Herb,//calscape.org/Lupinus-microcarpus-(),//calscape.org/qrcodes/Lupinus-microcarpus(192)
90,CHIS,Solanum xanti,Purple Nightshade,306,"Shrub,Perennial herb",//calscape.org/Solanum-xanti-(),//calscape.org/qrcodes/Solanum-xanti(192)
91,CHIS,Verbena lasiostachys,Vervain,309,Perennial herb,//calscape.org/Verbena-lasiostachys-(),//calscape.org/qrcodes/Verbena-lasiostachys(192)
92,CHIS,Claytonia perfoliata,Miner's Lettuce,311,Annual herb,//calscape.org/Claytonia-perfoliata-(),//calscape.org/qrcodes/Claytonia-perfoliata(192)
93,CHIS,Lupinus truncatus,Collared Annual Lupine,315,Annual Herb,//calscape.org/Lupinus-truncatus-(),//calscape.org/qrcodes/Lupinus-truncatus(192)
94,CHIS,Arctostaphylos crustacea,Woolly Leaf Manzanita,316,Shrub,//calscape.org/Arctostaphylos-crustacea-(),//calscape.org/qrcodes/Arctostaphylos-crustacea(192)
95,CHIS,Lyonothamnus floribundus,Island Ironwood,317,Tree,//calscape.org/Lyonothamnus-floribundus-(),//calscape.org/qrcodes/Lyonothamnus-floribundus(192)
