Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
YOSE-1793,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia mutabilis,Changeable Phacelia,Approved,Present,Native,Uncommon,,
YOSE-1794,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia platyloba,Broadlobe Phacelia,Approved,Present,Native,Rare,,
YOSE-1795,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia purpusii,Purpus' Phacelia,Approved,Not Confirmed,Native,,,
YOSE-1796,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia quickii,Quick's Phacelia,Approved,Present,Native,Uncommon,,
YOSE-1797,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia racemosa,Racemose Phacelia,Approved,Present,Native,Uncommon,,
YOSE-1798,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia ramosissima,"Branched Scorpion-Weed, Branching Phacelia",In Review,,,,,
YOSE-1799,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia ramosissima var. latifolia,"Branched Scorpion-Weed, Branching Phacelia",Approved,Not Present (False Report),Native,,,
YOSE-1800,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia ramosissima var. ramosissima,Branching Phacelia,Approved,Present,Native,Uncommon,,
YOSE-1801,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia ramosissima var. subglabra,Branching Phacelia,Approved,Not Confirmed,Native,,,
YOSE-1802,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia tanacetifolia,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed",Approved,Present,Native,Rare,,
YOSE-1803,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia vallicola,Mariposa Phacelia,Approved,Present,Native,Uncommon,,
YOSE-1804,Yosemite National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Pholistoma auritum var. auritum,Blue Fiestaflower,Approved,Present,Native,Uncommon,,
YOSE-1805,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Anelsonia eurycarpa,"Broad Pod Anelsonia, Daggerpod",Approved,Present,Native,Rare,,
YOSE-1806,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabidopsis thaliana,"Mouseear Cress, Mouse-Ear Cress",Approved,Present,Not Native,Uncommon,,
YOSE-1807,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis davidsonii,Davidson's Rockcress,Approved,Present,Native,Uncommon,,
YOSE-1808,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis drummondii,"Canadian Rockcress, Drummond Rockcress, Drummond's Rockcress",Approved,Present,Native,Uncommon,,
YOSE-1809,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis glabra var. glabra,"Rock Cress, Tower Rockcress",Approved,Present,Native,Uncommon,,
YOSE-1810,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis hirsuta var. glabrata,Mountain Rockcress,Approved,Not Confirmed,Native,,,
YOSE-1811,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis hirsuta var. pycnocarpa,"Creamflower Rockcress, Hairy Rockcress",Approved,Present,Native,Rare,,
YOSE-1812,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis holboellii var. pendulocarpa,Dropseed Rockcress,Approved,Present,Native,Rare,,
YOSE-1813,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis holboellii var. pinetorum,Holboell's Rockcress,Approved,Present,Native,Uncommon,,
YOSE-1814,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis holboellii var. retrofracta,"A Holboell Rock-Cress, Second Rockcress",Approved,Present,Native,Uncommon,,
YOSE-1815,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis inyoensis,Inyo Rockcress,Approved,Present,Native,Rare,,
YOSE-1816,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis lemmonii var. depauperata,Soldier Rockcress,Approved,Present,Native,Uncommon,,
YOSE-1817,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,Approved,Present,Native,Uncommon,,
YOSE-1818,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis lyallii var. lyallii,Lyall's Rockcress,Approved,Present,Native,Rare,,
YOSE-1819,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis lyallii var. nubigena,Lyall's Rockcress,Approved,Present,Native,Uncommon,,
YOSE-1820,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,Approved,Present,Native,Uncommon,,
YOSE-1821,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis platysperma var. platysperma,Pioneer Rockcress,Approved,Present,Native,Common,,
YOSE-1822,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis rectissima var. rectissima,Bristlyleaf Rockcress,Approved,Present,Native,Uncommon,,
YOSE-1823,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis repanda var. greenei,Greene's Rockcress,Approved,Present,Native,Rare,,
YOSE-1824,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis repanda var. repanda,Yosemite Rockcress,Approved,Present,Native,Rare,,
YOSE-1825,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis sparsiflora var. arcuata,Elegant Rockcress,Approved,Present,Native,Common,,
YOSE-1826,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Arabis X divaricarpa,"Spreading Rockcress, Spreadingpod Rockcress",Approved,Present,Native,Uncommon,,
YOSE-1827,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Athysanus pusillus,"Common Sandweed, Dwarf Anthysanus",Approved,Present,Native,Uncommon,,
YOSE-1828,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Barbarea orthoceras,"American Yellowrocket, Erectpod Wintercress, Wintercress",Approved,Present,Native,Common,,
YOSE-1829,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Brassica nigra,"Black Mustard, Shortpod Mustard",Approved,Present,Not Native,Uncommon,,
YOSE-1830,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Brassica rapa,"Bird's Rape, Birdsrape Mustard, Field Mustard, Rape, Rape Mustard, Turnip Rape, Wild Mustard, Wild Rutabaga, Wild Turnip",Approved,Present,Not Native,Uncommon,,
YOSE-1831,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Capsella bursa-pastoris,"Shepherdspurse, Shepherd's-Purse",Approved,Present,Not Native,Uncommon,,
YOSE-1832,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Cardamine breweri var. breweri,Brewer's Bittercress,Approved,Present,Native,Uncommon,,
YOSE-1833,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Cardamine californica var. californica,Milkmaids,Approved,Present,Native,Uncommon,,
YOSE-1834,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Cardamine oligosperma,"Idaho Bittercress, Little Western Bittercress",Approved,Present,Native,Uncommon,,
YOSE-1835,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Cardamine pachystigma var. pachystigma,Serpentine Bittercress,Approved,Present,Native,Uncommon,,
YOSE-1836,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",Approved,Present,Native,Uncommon,,
YOSE-1837,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Descurainia incana,"Mountain Tansy Mustard, Mountain Tansymustard, Mountain Tansy-Mustard",Approved,Not Confirmed,Native,,,
YOSE-1838,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Descurainia incisa ssp. incisa,None,Approved,Present,Native,Uncommon,,
YOSE-1839,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Descurainia pinnata ssp. menziesii,Menzies' Tansymustard,Approved,Present,Native,Common,,
YOSE-1840,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Draba albertina,"Arc Dome Draba, Slender Draba",Approved,Present,Native,Common,,
YOSE-1841,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Draba breweri,Cushion Draba,Approved,Present,Native,Uncommon,,
YOSE-1842,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Draba densifolia,Denseleaf Draba,Approved,Present,Native,Uncommon,,
YOSE-1843,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Draba lemmonii var. lemmonii,"Granite Draba, Lemmon's Draba",Approved,Present,Native,Uncommon,,
YOSE-1844,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Draba oligosperma var. oligosperma,None,Approved,Present,Native,Uncommon,,
YOSE-1845,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Draba praealta,Tall Draba,Approved,Present,Native,Rare,,
YOSE-1846,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Draba verna,"Spring Draba, Spring Whitlowgrass",Approved,Present,Native,Common,,
YOSE-1847,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",In Review,,,,,
YOSE-1848,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Erysimum capitatum ssp. capitatum,None,Approved,Present,Native,Common,,
YOSE-1849,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Erysimum capitatum ssp. perenne,None,Approved,Present,Native,Common,,
YOSE-1850,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Hirschfeldia incana,Shortpod Mustard,Approved,Present,Not Native,Uncommon,,
YOSE-1851,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Hutchinsia procumbens,"Ovalpurse, Prostrate Hutchinsia",Approved,Not Confirmed,Native,,,
YOSE-1852,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium densiflorum var. densiflorum,"Common Pepperweed, Miner's Pepperwort",Approved,Not Confirmed,Native,,,
YOSE-1853,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium densiflorum var. macrocarpum,Bigseed Pepperweed,Approved,Present,Native,Uncommon,,
YOSE-1854,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium ramosissimum var. bourgeauanum,Bourgeau's Pepperweed,Approved,Present,Native,Unknown,,
YOSE-1855,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium virginicum var. pubescens,Hairy Pepperweed,Approved,Present,Native,Uncommon,,
YOSE-1856,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Lepidium virginicum var. virginicum,"Poorman's-Pepperwort, Virginia Pepperweed",Approved,Present,Not Native,Uncommon,,
YOSE-1857,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Lunaria annua,Annual Honesty,Approved,Present,Not Native,Unknown,,
YOSE-1858,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Phoenicaulis cheiranthoides,Wallflower Phoenicaulis,Approved,Present,Native,Rare,,
YOSE-1859,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Raphanus raphanistrum,Wild Radish,Approved,Present,Not Native,Uncommon,,
YOSE-1860,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Raphanus sativus,"Cultivated Radish, Garden Radish, Radish, Wild Radish",Approved,Present,Not Native,Uncommon,,
YOSE-1861,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Rorippa curvipes var. curvipes,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Approved,Present,Native,Uncommon,,
YOSE-1862,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Rorippa curvisiliqua,Curvepod Yellowcress,Approved,Present,Native,Uncommon,,
YOSE-1863,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Rorippa nasturtium-aquaticum,Watercress,Approved,Present,Native,Uncommon,,
YOSE-1864,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Sinapis arvensis,"Charlock, Charlock Mustard, Corn Mustard, Corn-Mustard, Wild Mustard",Approved,Present,Not Native,Uncommon,,
YOSE-1865,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Sisymbrium altissimum,"Jim Hill Mustard, Tall Hedge-Mustard, Tall Mustard, Tall Tumblemustard, Tumble Mustard, Tumblemustard, Tumbleweed Mustard",Approved,Present,Not Native,Uncommon,,
YOSE-1866,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Sisymbrium officinale,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Approved,Present,Not Native,Uncommon,,
YOSE-1867,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Streptanthus diversifolius,"Variableleaf Jewelflower, Variedleaf Twistflower",Approved,Present,Native,Uncommon,,
YOSE-1868,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Streptanthus tortuosus,"Mountain Twistflower, Shieldplant",In Review,,,,,
YOSE-1869,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Streptanthus tortuosus var. orbiculatus,Shieldplant,Approved,Present,Native,Common,,
YOSE-1870,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Streptanthus tortuosus var. tortuosus,Shieldplant,Approved,Present,Native,Common,,
YOSE-1871,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Subularia aquatica var. americana,"American Awlwort, American Waterawlwort",Approved,Present,Native,Uncommon,,
YOSE-1872,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Thysanocarpus curvipes,"Lacepod Mustard, Sand Fringepod, Sand Lacepod",Approved,Present,Native,Uncommon,,
YOSE-1873,Yosemite National Park,Vascular Plant,Brassicales,Brassicaceae,Tropidocarpum gracile,Dobie Pod,Approved,Present,Native,Uncommon,,
YOSE-1874,Yosemite National Park,Vascular Plant,Brassicales,Limnanthaceae,Limnanthes alba ssp. alba,White Meadowfoam,Approved,Present,Native,Uncommon,,
YOSE-1875,Yosemite National Park,Vascular Plant,Brassicales,Limnanthaceae,Limnanthes alba ssp. versicolor,White Meadowfoam,Approved,Present,Native,Uncommon,,
YOSE-1876,Yosemite National Park,Vascular Plant,Brassicales,Limnanthaceae,Limnanthes montana,Mountain Meadowfoam,Approved,Present,Native,Uncommon,,
YOSE-1877,Yosemite National Park,Vascular Plant,Brassicales,Limnanthaceae,Limnanthes striata,Foothill Meadowfoam,Approved,Present,Native,Uncommon,,
YOSE-1878,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus albus,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Approved,Present,Not Native,Uncommon,,
YOSE-1879,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus blitoides,"Mat Amaranth, Prostrate Amaranth, Prostrate Pigweed",Approved,Present,Native,Unknown,,
YOSE-1880,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Amaranthus californicus,"California Amaranth, California Pigweed",Approved,Not Confirmed,Native,,,
YOSE-1881,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium album,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",Approved,Present,Not Native,Uncommon,,
YOSE-1882,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium atrovirens,"Dark Goosefoot, Pinyon Goosefoot",Approved,Present,Native,Uncommon,,
YOSE-1883,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium botrys,"Jerusalem Oak, Jerusalem Oak Goosefoot, Jerusalem-Oak",Approved,Present,Not Native,Uncommon,,
YOSE-1884,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium multifidum,Cutleaf Goosefoot,Approved,Not Confirmed,Not Native,,,
YOSE-1885,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Chenopodium pumilio,"Clammy Goosefoot, Ridged Goosefoot",Approved,Not Confirmed,Not Native,,,
YOSE-1886,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Monolepis nuttalliana,"Nuttall's Monolepis, Nuttall's Povertyweed, Nuttall's Poverty-Weed, Patata, Patota",Approved,Present,Native,Uncommon,,
YOSE-1887,Yosemite National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Monolepis spathulata,"Beaver Monolepis, Beaver Povertyweed",Approved,Present,Native,Uncommon,,
YOSE-1888,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Arenaria aculeata,"Prickly Sandwort, Spiny Sandwort",Approved,Present,Native,Uncommon,,
YOSE-1889,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Arenaria congesta var. subcongesta,"Ballhead Sandwort, Loosehead Sandwort",Approved,Not Present (Historical Report),Native,,,
YOSE-1890,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Arenaria congesta var. suffrutescens,Suffrutescent Sandwort,Approved,Present,Native,Uncommon,,
YOSE-1891,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Arenaria kingii var. glabrescens,None,Approved,Present,Native,Uncommon,,
YOSE-1892,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",Approved,Present,Native,Common,,
YOSE-1893,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Cerastium beeringianum var. capillare,None,Approved,Present,Native,Rare,,
YOSE-1894,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",Approved,Present,Not Native,Uncommon,,
YOSE-1895,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Cerastium glomeratum,Sticky Chickweed,Approved,Present,Not Native,Uncommon,,
YOSE-1896,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Dianthus barbatus ssp. barbatus,None,Approved,Present,Not Native,Uncommon,,
YOSE-1897,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Herniaria hirsuta ssp. cinerea,Hairy Rupturewort,Approved,Present,Not Native,Uncommon,,
YOSE-1898,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Herniaria hirsuta ssp. hirsuta,Hairy Rupturewort,Approved,Present,Not Native,Uncommon,,
YOSE-1899,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Lychnis coronaria,Rose Campion,Approved,Present,Not Native,Uncommon,,
YOSE-1900,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia californica,California Sandwort,Approved,Present,Native,Uncommon,,
YOSE-1901,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia douglasii,Douglas' Stitchwort,Approved,Present,Native,Uncommon,,
YOSE-1902,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia nuttallii ssp. gracilis,Brittle Sandwort,Approved,Present,Native,Uncommon,,
YOSE-1903,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia obtusiloba,"Alpine Sandwort, Twinflower Sandwort",Approved,Present,Native,Rare,,
YOSE-1904,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia pusilla,"Annual Sandwort, Dwarf Sandwort",Approved,Present,Native,Rare,,
YOSE-1905,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia rubella,"Beautiful Sandwort, Boreal Stitchwort",Approved,Present,Native,Uncommon,,
YOSE-1906,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Minuartia stricta,Bog Stitchwort,Approved,Present,Native,Uncommon,,
YOSE-1907,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Polycarpon tetraphyllum,Fourleaf Manyseed,Approved,Present,Not Native,Uncommon,,
YOSE-1908,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Pseudostellaria jamesiana,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",Approved,Present,Native,Uncommon,,
YOSE-1909,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Pseudostellaria sierrae,Sierra Starwort,Approved,Present,Native,Rare,,
YOSE-1910,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Sagina apetala,Annual Pearlwort,Approved,Present,Native,Uncommon,,
YOSE-1911,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Sagina decumbens ssp. occidentalis,Western Pearlwort,Approved,Present,Native,Uncommon,,
YOSE-1912,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Sagina saginoides,"Alpine Pearlwort, Arctic Pearlwort",Approved,Present,Native,Uncommon,,
YOSE-1913,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Saponaria officinalis,"Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",Approved,Present,Not Native,Uncommon,,
YOSE-1914,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene antirrhina,"Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene",Approved,Present,Native,Uncommon,,
YOSE-1915,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene bernardina,"Palmer's Campion, Palmer's Catchfly",Approved,Present,Native,Uncommon,,
YOSE-1916,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene bridgesii,Bridges' Catchfly,Approved,Present,Native,Uncommon,,
YOSE-1917,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene californica,Indian Pink,Approved,Present,Native,Uncommon,,
YOSE-1918,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene gallica,"Common Catchfly, Windmill Catchfly",Approved,Present,Not Native,Uncommon,,
YOSE-1919,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene latifolia ssp. alba,"Bladder Campion, Bladder-Campion, Evening Lychnis, White Campion, White Cockle",Approved,Present,Not Native,Uncommon,,
YOSE-1920,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene lemmonii,Lemmon's Catchfly,Approved,Present,Native,Common,,
YOSE-1921,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene menziesii,"Menzies' Campion, White Catchfly",Approved,Present,Native,Uncommon,,
YOSE-1922,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Silene sargentii,"Sargent's Campion, Sargent's Catchfly",Approved,Present,Native,Uncommon,,
YOSE-1923,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Spergula arvensis,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",Approved,Not Confirmed,Not Native,,,
YOSE-1924,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Spergularia rubra,"Purple Sandspurry, Red Sandspurry",Approved,Present,Not Native,Uncommon,,
YOSE-1925,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria borealis ssp. sitchana,Sitka Starwort,Approved,Present,Native,Uncommon,,
YOSE-1926,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria calycantha,"Northern Chickweed, Northern Starwort",Approved,Present,Native,Rare,,
YOSE-1927,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria crispa,"Crisp Starwort, Crispleaved Chickweed, Curled Starwort",Approved,Present,Native,Uncommon,,
YOSE-1928,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria longipes var. longipes,"Chickweed, Longstalk Starwort",Approved,Present,Native,Uncommon,,
YOSE-1929,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria media,"Chickweed, Common Chickweed, Nodding Chickweed",Approved,Present,Not Native,Common,,
YOSE-1930,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria nitens,"Shiny Chickweed, Shiny Starwort",Approved,Present,Native,Uncommon,,
YOSE-1931,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria obtusa,Rocky Mountain Chickweed,Approved,Not Confirmed,Native,,,
YOSE-1932,Yosemite National Park,Vascular Plant,Caryophyllales,Caryophyllaceae,Stellaria umbellata,"Umbellate Chickweed, Umbrella Starwort",Approved,Present,Native,Uncommon,,
YOSE-1933,Yosemite National Park,Vascular Plant,Caryophyllales,Droseraceae,Drosera rotundifolia,Roundleaf Sundew,Approved,Present,Native,Rare,,
YOSE-1934,Yosemite National Park,Vascular Plant,Caryophyllales,Molluginaceae,Mollugo verticillata,"Carpetweed, Carpet-Weed, Green Carpetweed, Green Carpet-Weed, Indian Chickweed",Approved,Present,Not Native,Uncommon,,
YOSE-1935,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Calandrinia ciliata,"Desert Rockpurslane, Fringed Redmaids, Redmaids",Approved,Present,Native,Uncommon,,
YOSE-1936,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Calyptridium monospermum,None,Approved,Present,Native,Common,,
YOSE-1937,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Calyptridium umbellatum,None,Approved,Present,Native,Common,,
YOSE-1938,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Claytonia lanceolata,Lanceleaf Springbeauty,Approved,Present,Native,Uncommon,,
YOSE-1939,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Claytonia megarhiza,Alpine Springbeauty,Approved,Present,Native,Rare,,
YOSE-1940,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Claytonia nevadensis,Sierra Springbeauty,Approved,Present,Native,Rare,,
YOSE-1941,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Claytonia parviflora ssp. parviflora,Streambank Springbeauty,Approved,Present,Native,Uncommon,,
YOSE-1942,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Claytonia perfoliata ssp. perfoliata,Miner's Lettuce,Approved,Present,Native,Common,,
YOSE-1943,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Claytonia rubra ssp. rubra,Redstem Springbeauty,Approved,Not Present (Historical Report),Native,,,
YOSE-1944,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Lewisia congdonii,Congdon's Lewisia,Approved,Present,Native,Rare,,
YOSE-1945,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",Approved,Present,Native,Rare,,
YOSE-1946,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Lewisia glandulosa,Sierra Lewisia,Approved,Present,Native,Common,,
YOSE-1947,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Lewisia kelloggii,Kellogg's Lewisia,Approved,Present,Native,Uncommon,,
YOSE-1948,Yosemite National Park,Vascular Plant,Caryophyllales,Montiaceae,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",Approved,Present,Native,Common,,
